"index","word","meaning","pos","rank"
"754","cuidado","care, carefulness","nm","754"
"755","puesto","job, place, position","nm","755"
"756","grado","degree, grade","nm","756"
"757","escapar","to escape","v","757"
"758","lucha","fight, struggle, wrestle","nf","758"
"759","tirar","to throw, pull","v","759"
"760","entero","entire, whole, complete","adj","760"
"761","jefe","leader, boss, manager","nm/f","761"
"762","interesante","interesting","adj","762"
"763","amplio","wide, ample, broad","adj","763"
"764","contestar","to answer, reply","v","764"
"765","periódico","newspaper, periodical","nm","765"
"766","preocupar","to worry","se) ","766"
"767","prestar","to lend","v","767"
"768","par","pair, couple (m)","nmf","768"
"769","público","public, audience (nm)","nm","769"
"770","pesar","to weigh (v)","v","770"
"771","final","final (adj)","adj","771"
"772","calidad","quality","nf","772"
"773","exponer","to expound, expose","v","773"
"774","civil","civil (adj)","adj","774"
"775","ciencia","science, knowledge","nf","775"
"776","tamaño","size, dimension","nm","776"
"777","mas","but, however","conj","777"
"778","doctor","doctor","nm/f","778"
"779","cuadro","painting, picture","nm","779"
"780","caballo","horse","nm","780"
"781","responsabilidad","responsibility","nf","781"
"782","cincuenta","fifty","num","782"
"783","interno","internal","adj","783"
"784","detalle","detail","nm","784"
"785","marcha","march, progress","nf","785"
"786","nueve","nine","num","786"
"787","carne","meat, flesh","nf","787"
"788","jamás","never","adv","788"
"789","pensamiento","thought, thinking","nm","789"
"790","viajar","to travel","v","790"
"791","cargo","position, charge, fee","nm","791"
"792","separar","to separate","v","792"
"793","santa","saint (f)","nf","793"
"794","construcción","construction","nf","794"
"795","juicio","judgment","nm","795"
"796","terreno","ground, earth, terrain","nm","796"
"797","piso","floor, story","nm","797"
"798","compañía","company","nf","798"
"799","regresar","to return to a place","v","799"
"800","texto","text","nm","800"
"801","fuente","source, fountain","nf","801"
"802","presente","present (nm)","nm","802"
"803","definitivo","definitive, conclusive","adj","803"
"804","revista","magazine, journal","nf","804"
"805","esperanza","hope","nf","805"
"806","máquina","machine","nf","806"
"807","contemplar","to contemplate","v","807"
"808","recorrer","to travel, cover distance","v","808"
"809","frase","phrase","nf","809"
"810","perfecto","perfect","adj","810"
"811","sala","room, hall","nf","811"
"812","durar","to last","v","812"
"813","instrumento","instrument","nm","813"
"814","aquello","that over there (n)","pron","814"
"815","defensa","defense, plea","nf","815"
"816","director","director, manager, principal","nm/f","816"
"817","retirar","to take away, retire","v","817"
"818","explicación","explanation","nf","818"
"819","artículo","article, product, item","nm","819"
"820","debajo","underneath, below","adv","820"
"821","permanecer","to stay, remain","v","821"
"822","asistir","to attend","v","822"
"823","doce","twelve","num","823"
"824","radio","radio; set (m), communication (f)","nmf","824"
"825","organizar","to organize","v","825"
"826","película","movie, film","nf","826"
"827","elección","election, choice","nf","827"
"828","visita","visit, visitor, guest","nf","828"
"829","contener","to contain","v","829"
"830","apoyo","support, backing","nm","830"
"831","presidente","president","nm","831"
"832","arma","weapon","nf el","832"
"833","árbol","tree","nm","833"
"834","visitar","to visit","v","834"
"835","informar","to inform","v","835"
"836","encuentro","meeting, game, skirmish","nm","836"
"837","parecido","similar [also similar]","adj","837"
"838","corriente","current, flow (nf)","nf","838"
"839","lectura","reading","nf","839"
"840","existencia","existence, life","nf","840"
"841","lenguaje","language, speech","nm","841"
"842","enviar","to send","v","842"
"843","aun","even (though), still","adv","843"
"844","destino","destination, destiny","nm","844"
"845","educación","education","nf","845"
"846","cuidar","to take care of","v","846"
"847","intervenir","to intervene","v","847"
"848","operación","operation","nf","848"
"849","raro","strange, rare, scarce","adj","849"
"850","perfectamente","perfectly","adv","850"
"851","extender","to extend, spread","v","851"
"852","comprobar","to verify, prove","v","852"
"853","nota","note, grade","nf","853"
"854","particular","particular, peculiar (adj)","adj","854"
"855","ése, ésa","that one","pron","855"
"856","militar","military (adj)","adj","856"
"857","dormir","to sleep","v","857"
"858","unido","united","adj","858"
"859","discutir","to argue, discuss","v","859"
"860","extraordinario","extraordinary, exceptional","adj","860"
"861","teatro","theater, drama","nm","861"
"862","enfrentar","to confront, face","v","862"
"863","recién","recently, just","adv","863"
"864","negocio","business, transaction","nm","864"
"865","letra","letter, handwriting, lyrics","nf","865"
"866","peor","worse (adv)","adv","866"
"867","sentimiento","feeling, sentiment","nm","867"
"868","conducir","to lead, drive","v","868"
"869","completamente","completely","adv","869"
"870","firmar","to sign","v","870"
"871","solución","solution, answer","nf","871"
"872","mío","mine (pron)","pron","872"
"873","comida","food, meal","nf","873"
"874","impresión","impression, printing","nf","874"
"875","plano","plane, map, level (nm)","nm","875"
"876","intención","intention","nf","876"
"877","ritmo","rhythm","nm","877"
"878","verde","green","adj","878"
"879","exacto","exact, faithful, true","adj","879"
"880","respetar","to respect","v","880"
"881","banco","financial bank, bench","nm","881"
"882","inmediatamente","immediately","adv","882"
"883","sostener","to support, hold up","v","883"
"884","piel","skin, hide, fur","nf","884"
"885","delante","in front of, ahead","adv","885"
"886","religioso","religious","adj","886"
"887","advertir","to warn","v","887"
"888","oscuro","dark, obscure","adj","888"
"889","control","control","nm","889"
"890","investigación","investigation","nf","890"
"891","transformar","to transform, change","v","891"
"892","conversación","conversation","nf","892"
"893","verano","summer","nm","893"
"894","respeto","respect, regard","nm","894"
"895","norte","north","nm","895"
"896","mediante","by means of","prep","896"
"897","cuarto","fourth (adj)","adj","897"
"898","tradición","tradition","nf","898"
"899","bastar","to be sufficient","v","899"
"900","población","population","nf","900"
"901","pareja","couple, pair","nf","901"
"902","pasado","past (nm)","nm","902"
"903","diario","newspaper (nm)","nm","903"
"904","azul","blue","adj","904"
"905","mencionar","to mention, cite","v","905"
"906","generación","generation","nf","906"
"907","frío","cold (adj)","adj","907"
"908","visión","vision","nf","908"
"909","concreto","concrete, real","adj","909"
"910","plantear","to propose, present","v","910"
"911","probar","to test, prove, try","v","911"
"912","derecho","right, straight (adj)","adj","912"
"913","peligro","danger, menace","nm","913"
"914","oro","gold","nm","914"
"915","justo","just (adv)","adv","915"
"916","manejar","to drive, handle","v","916"
"917","vino","wine","nm","917"
"918","unir","to unite","v","918"
"919","caminar","to walk [also andar]","v","919"
"920","coincidir","to coincide, agree","v","920"
"921","etapa","stage, period","nf","921"
"922","sencillo","simple, plain, easy","adj","922"
"923","silencio","silence","nm","923"
"924","salvo","except for, but","adv","924"
"925","llenar","to fill","v","925"
"926","dominar","to dominate, master","v","926"
"927","determinado","determined, fixed","adj","927"
"928","artista","artist, performer","nc","928"
"929","medir","to measure","v","929"
"930","labor","labor, work, task","nf","930"
"931","perdido","lost","adj","931"
"932","cielo","sky, heaven, ceiling","nm","932"
"933","práctica","practice, skill","nf","933"
"934","límite","limit","nm","934"
"935","masa","mass, dough, bulk, crowd","nf","935"
"936","directamente","directly, straight away","adv","936"
"937","atravesar","to cross [also cruzar]","v","937"
"938","formación","formation, education","nf","938"
"939","perro","dog","nm","939"
"940","izquierda","left","nf","940"
"941","destacar","to emphasize, stand out","v","941"
"942","cercano","near","adj","942"
"943","cuarenta","forty","num","943"
"944","pronunciar","to pronounce","v","944"
"945","distinguir","to distinguish","v","945"
"946","energía","energy, power","nf","946"
"947","confianza","confidence, trust","nf","947"
"948","adecuado","adequate, suitable","adj","948"
"949","introducir","to introduce, bring in","v","949"
"950","flor","flower","nf","950"
"951","esposa","wife","nf","951"
"952","comunicar","to communicate","v","952"
"953","italiano","Italian","adj","953"
"954","invitar","to invite","v","954"
"955","responsable","responsible","adj","955"
"956","feliz","happy, fortunate","adj","956"
"957","revolución","revolution","nf","957"
"958","instalar","to install","v","958"
"959","tardar","to delay, take long","v","959"
"960","mejorar","to improve, get better","v","960"
"961","maestro","teacher (m), master (nm)","nm","961"
"962","emplear","to employ","v","962"
"963","alemán","German","adj","963"
"964","convenir","to be agreeable, be convenient","v","964"
"965","recuperar","to recuperate, recover","v","965"
"966","fenómeno","phenomenon","nm","966"
"967","presión","pressure","nf","967"
"968","dado","given","adj","968"
"969","alumno","student, pupil","nm","969"
"970","teoría","theory","nf","970"
"971","probablemente","probably","adv","971"
"972","tono","tone","nm","972"
"973","salud","health","nf","973"
"974","definir","to define","v","974"
"975","superar","to overcome, surpass","v","975"
"976","señora","Mrs., lady, madam","nf","976"
"977","exactamente","exactly","adv","977"
"978","afirmar","to assert, affirm","v","978"
"979","diario","daily (adj) [also cotidiano]","adj","979"
"980","histórico","historical","adj","980"
"981","debido: debido a","due to","adj","981"
"982","vía","road, way","nf","982"
"983","interpretar","to interpret","v","983"
"984","alma","soul","nf el","984"
"985","admitir","to admit","v","985"
"986","identificar","to identify","v","986"
"987","madera","wood","nf","987"
"988","fiesta","party, feast","nf","988"
"989","calor","heat, warmth","nm","989"
"990","mínimo","minimum (adj)","adj","990"
"991","afectar","to affect","v","991"
"992","hogar","home, hearth","nm","992"
"993","mente","mind","nf","993"
"994","seguramente","surely, securely","adv","994"
"995","preocupación","worry, concern","nf","995"
"996","reducir","to reduce","v","996"
"997","concepto","concept","nm","997"
"998","montar","to ride, mount, assemble","v","998"
"999","teléfono","phone, telephone","nm","999"
"1000","hoja","sheet, leaf","nf","1000"
"1001","parar","to stop moving","v","1001"
"1002","doble","double (adj)","adj","1002"
"1003","devolver","to give back, to return something [also retornar]","v","1003"
"1004","ejercer","to practice, exercise","v","1004"
"1005","poseer","to possess, own","v","1005"
"1006","proteger","to protect","v","1006"
"1007","causar","to cause, bring about","v","1007"
"1008","rápidamente","rapidly, quickly","adv","1008"
"1009","determinar","to determine, decide","v","1009"
"1010","fuerte","strong","adj","1010"
"1011","escritor","writer","nm/f","1011"
"1012","intento","attempt, try","nm","1012"
"1013","cobrar","to charge money","v","1013"
"1014","regla","rule, ruler, regulation","nf","1014"
"1015","dividir","to divide","v","1015"
"1016","riesgo","risk","nm","1016"
"1017","policía","police, police force, police officer","nc","1017"
"1018","inventar","to invent, make up","v","1018"
"1019","estudiante","student","nc","1019"
"1020","plaza","square, marketplace","nf","1020"
"1021","limitar","to limit","v","1021"
"1022","llamada","call, knock","nf","1022"
"1023","sensación","sensation, feeling","nf","1023"
"1024","enemigo","enemy","nm","1024"
"1025","unidad","unit, unity","nf","1025"
"1026","luchar","to fight, wrestle","v","1026"
"1027","idioma","language","nm","1027"
"1028","raíz","root","nf","1028"
"1029","compromiso","compromise, engagement","nm","1029"
"1030","comentario","remark, comment","nm","1030"
"1031","carga","load, charge, cargo","nf","1031"
"1032","marido","husband","nm","1032"
