"index","word","meaning","furi","pos","e.g.","eng","freq"
"200","みんな","all, everybody","みんな","Noun","<b>みんな</b>にお 菓子[かし]をあげましょう。","Let's give everyone some sweets.","257"
"201","暑い","hot (temperature of the air)","暑[あつ]い","Adjective","今日[きょう]はとても<b> 暑[あつ]い</b>。","It's very hot today.","2161"
"202","熱い","hot (things, touch)","熱[あつ]い","Adjective","このスープはとても<b> 熱[あつ]い</b>。","This soup is very hot.","1315"
"203","寒い","cold (temperature of the air)","寒[さむ]い","Adjective","この 部屋[へや]は<b> 寒[さむ]い</b>です。","It's cold in this room.","1282"
"204","暖かい","warm","暖[あたた]かい","Adjective","このコートはとても<b> 暖[あたた]かい</b>。","This coat is really warm.","4365"
"205","新しい","new","新[あたら]しい","Adjective","彼[かれ]の 車[くるま]は<b> 新[あたら]しい</b>。","His car is new.","591"
"206","古い","old","古[ふる]い","Adjective","私[わたし]は<b> 古[ふる]い</b> 車[くるま]が 好[す]きです。","I like old cars.","909"
"207","良い","good","良[い]い","Adjective","彼女[かのじょ]は<b> 良[い]い</b> 友達[ともだち]です。","She's a good friend.","584"
"208","悪い","bad","悪[わる]い","Adjective","たばこは 体[からだ]に<b> 悪[わる]い</b>。","Cigarettes are bad for your health.","217"
"209","思う","think","思[おも]う","Verb","私[わたし]もそう<b> 思[おも]います</b>。","I think so too.","43"
"210","いつも","always","いつも","Adverb","彼女[かのじょ]は<b>いつも</b> 元気[げんき]だ。","She's always full of energy.","241"
"211","忘れる","forget, leave behind","忘[わす]れる","Verb","約束[やくそく]を<b> 忘[わす]れないで</b>ください。","Please don't forget your promise.","349"
"212","考える","think, consider","考[かんが]える","Verb","よく<b> 考[かんが]えて</b>ください。","Please think carefully.","109"
"213","決める","decide, agree upon","決[き]める","Verb","帰国[きこく]することに<b> 決[き]めました</b>。","I've decided to go back to my country.","910"
"214","決まる","be decided","決[き]まる","Verb","旅行[りょこう]の 日程[にってい]が<b> 決[き]まりました</b>。","I've decided on my travel schedule.","1287"
"215","知る","&nbsp;(get to) know, realize","知[し]る","Verb","誰[だれ]もその 話[はなし]を<b> 知[し]らない</b>。","No one knows that story.","85"
"216","一番","most","一番[いちばん]","Adverb","彼[かれ]はクラスで<b> 一番[いちばん]</b> 背[せ]が 高[たか]い。","He's the tallest in class.","620"
"217","住む","live, reside","住[す]む","Verb","彼[かれ]は 会社[かいしゃ]の 近[ちか]くに<b> 住[す]んでいる</b>。","He lives near his office.","597"
"218","名前","name","名前[なまえ]","Noun","あなたの<b> 名前[なまえ]</b>を 教[おし]えてください。","Please tell me your name.","378"
"219","食べ物","food","食[た]べ 物[もの]","Noun","日本[にっぽん]の<b> 食[た]べ 物[もの]</b>はとても 美味[おい]しいです。","Japanese food is very delicious.","5010"
"220","いつ","when","いつ","Noun","彼女[かのじょ]は<b>いつ</b> 来[き]ますか。","When is she coming?","443"
"221","飲み物","beverage, drink","飲[の]み 物[もの]","Noun","何[なに]か<b> 飲[の]み 物[もの]</b>が 欲[ほ]しいな。","I could really use something to drink.","8782"
"222","重い","heavy, serious (illness)","重[おも]い","Adjective","このかばんは<b> 重[おも]い</b>です。","This bag is heavy.","825"
"223","軽い","light, light weight","軽[かる]い","Adjective","この 靴[くつ]はとても<b> 軽[かる]い</b>。","These shoes are very light.","643"
"224","送る","send","送[おく]る","Verb","彼[かれ]の 家[いえ]に 荷物[にもつ]を<b> 送[おく]りました</b>。","I sent a package to his house.","562"
"225","取る","take, get","取[と]る","Verb","テストでいい 点[てん]を<b> 取[と]った</b>。","I got a good grade on the test.","289"
"226","待つ","wait, wait for","待[ま]つ","Verb","あなたが 来[く]るのを<b> 待[ま]っています</b>。","I am waiting for you to come.","203"
"227","持つ","have, possess","持[も]つ","Verb","私[わたし]は 車[くるま]を<b> 持[も]っています</b>。","I have a car.","127"
"228","気持ち","feeling (about something, emotion)","気持[きも]ち","Noun","彼[かれ]の<b> 気持[きも]ち</b>が 分[わ]からない。","I don't understand his feelings.","571"
"229","生きる","live (one's life)","生[い]きる","Verb","皆一生懸命[みんな いっしょうけんめい]<b> 生[い]きている</b>。","They're all living their lives the best way that they can.","331"
"230","どちら","which","どちら","Noun","肉[にく]と 魚[さかな]と<b>どちら</b>が 好[す]きですか。","Which do you prefer, meat or fish?","1204"
"231","先生","teacher (respectful title)","先生[せんせい]","Noun","私[わたし]は 日本語[にほんご]の<b> 先生[せんせい]</b>になりたいです。","I want to become a Japanese teacher.","205"
"232","大学","university, college","大学[だいがく]","Noun","<b> 大学[だいがく]</b>に 行[い]ってもっと 勉強[べんきょう]したいです。","I want to go to college and study more.","999"
"233","学生","student","学生[がくせい]","Noun","彼[かれ]は 真面目[まじめ]な<b> 学生[がくせい]</b>です。","He's a serious student.","1481"
"234","大学生","university student","大学生[だいがくせい]","Noun","姉[あね]は<b> 大学生[だいがくせい]</b>です。","My big sister's a college student.","6609"
"235","学校","school","学校[がっこう]","Noun","<b> 学校[がっこう]</b>は 8時半[はちじはん]に 始[はじ]まります。","School starts at 8:30.","596"
"236","高校生","high school student","高校生[こうこうせい]","Noun","私[わたし]の 弟[おとうと]は<b> 高校生[こうこうせい]</b>です。","My little brother's a high school student.","4215"
"237","教える","teach, tell","教[おし]える","Verb","彼[かれ]は 数学[すうがく]を<b> 教[おし]えています</b>。","He teaches mathematics.","470"
"238","勉強","study","勉強[べんきょう]","Verbal Noun","私[わたし]は 日本語[にほんご]を<b> 勉強[べんきょう]</b>しています。","I'm studying Japanese.","1605"
"239","強い","strong","強[つよ]い","Adjective","今日[きょう]は 風[かぜ]が<b> 強[つよ]い</b>。","There's a strong wind today.","304"
"240","どれ","what, which","どれ","Noun","この 中[なか]で<b>どれ</b>が 好[す]きですか。","Which of these do you like?","870"
"241","弱い","weak","弱[よわ]い","Adjective","その 子[こ]は 体[からだ]が 少[すこ]し<b> 弱[よわ]い</b>。","That child has a somewhat weak constitution.","1561"
"242","引く","pull, draw","引[ひ]く","Verb","このドアは<b> 引[ひ]いて</b>ください。","Please pull this door open.","497"
"243","質問","question","質問[しつもん]","Verbal Noun","<b> 質問[しつもん]</b>のある 方[かた]はどうぞ。","Please feel free to ask any questions.","843"
"244","難しい","difficult","難[むずか]しい","Adjective","この 本[ほん]は<b> 難[むずか]しい</b>ですね。","This book is difficult.","1764"
"245","数","(the) number","数[かず]","Noun","グラスの<b> 数[かず]</b>が 足[た]りません。","There are not enough glasses.","254"
"246","勝つ","win","勝[か]つ","Verb","今日[きょう]はヤンキースが<b> 勝[か]った</b>。","The Yankees won today.","1543"
"247","負ける","lose, be defeated","負[ま]ける","Verb","私[わたし]たちのチームはその 試合[しあい]で<b> 負[ま]けた</b>。","Our team lost the game.","1397"
"248","本当に","really, truly","本当[ほんとう]に","Adverb","あなたが<b> 本当[ほんとう]に</b> 好[す]きです。","I really like you.","442"
"249","要る","need, require","要[い]る","Verb","予約[よやく]は<b> 要[い]りません</b>。","Reservations are not required.","4358"
"250","ドア","door","ドア","Noun","<b>ドア</b>を 開[あ]けてください。","Please open the door.","341"
"251","時計","clock, watch","時計[とけい]","Noun","<b> 時計[とけい]</b>を 見[み]たらちょうど 3時[さんじ]だった。","I looked at the clock and it was exactly three.","1619"
"252","払う","pay","払[はら]う","Verb","私[わたし]が<b> 払[はら]いましょう</b>。","Let me pay for that.","1068"
"253","切る","cut","切[き]る","Verb","この 紙[かみ]を 半分[はんぶん]に<b> 切[き]って</b>ください。","Please cut this paper in half.","428"
"254","変える","to change (st)","変[か]える","Verb","旅行[りょこう]の 日程[にってい]を<b> 変[か]えました</b>。","I changed our travel schedule.","718"
"255","乗る","ride, take","乗[の]る","Verb","駅[えき]からはタクシーに<b> 乗[の]って</b>ください。","Please take a taxi from the station.","397"
"256","着る","wear, put on","着[き]る","Verb","今日[きょう]はスーツを<b> 着[き]ています</b>。","I'm wearing a suit today.","510"
"257","立つ","stand, rise","立[た]つ","Verb","彼[かれ]はステージに<b> 立[た]った</b>。","He stood on stage.","166"
"258","座る","sit, sit down","座[すわ]る","Verb","私[わたし]は 窓側[まどがわ]の 席[せき]に<b> 座[すわ]った</b>。","I sat in a window seat.","853"
"259","次","next","次[つぎ]","Noun","<b> 次[つぎ]</b>はいつ 会[あ]いましょうか。","When shall we meet again?","323"
"260","喋る","chat, talk","喋る[しゃべる]","Verb","彼女[かのじょ]はよく<b>喋る[しゃべる]</b>ね。","She really likes to chat, doesn't she?","1299"
"261","動く","move (が)","動[うご]く","Verb","<b> 動[うご]かないで</b> 。","Freeze!","391"
"262","働く","to work","働[はたら]く","Verb","姉[あね]は 銀行[ぎんこう]で<b> 働[はたら]いています</b>。","My big sister works at a bank.","801"
"263","早い","early","早[はや]い","Adjective","まだ 学校[がっこう]へ 行[い]くには<b> 早[はや]い</b> 時間[じかん]です。","It's still too early to go to school.","311"
"264","速い","fast","速[はや]い","Adjective","彼[かれ]は 走[はし]るのが<b> 速[はや]い</b>。","He runs fast.","2183"
"265","遅い","slow, late","遅[おそ]い","Adjective","前[まえ]の 車[くるま]はとても<b> 遅[おそ]い</b>。","The car in front is very slow.","1252"
"266","始める","begin, start を","始[はじ]める","Verb","テストを<b> 始[はじ]めて</b>ください。","Please start the test.","400"
"267","始まる","begin が","始[はじ]まる","Verb","新[あたら]しい 仕事[しごと]が<b> 始[はじ]まりました</b>。","My new job started.","1066"
"268","終わる","finish, end","終[お]わる","Verb","会議[かいぎ]は 4時[よじ]に<b> 終[お]わります</b>。","The conference ends at four o'clock.","611"
"269","終わり","end, conclusion","終[お]わり","Noun","夏休[なつやす]みももう<b> 終[お]わり</b>だ。","Summer vacation's already over.","2031"
"270","テーブル","table","テーブル","Noun","新[あたら]しい<b>テーブル</b>を 買[か]いました。","I bought a new table.","656"
"271","去年","last year","去年[きょねん]","Noun","私[わたし]は<b> 去年[きょねん]</b>フランスへ 行[い]った。","I went to France last year.","2474"
"272","紙","paper","紙[かみ]","Noun","<b> 紙[かみ]</b>と 鉛筆[えんぴつ]はありますか。","Do you have paper and pencil?","1236"
"273","楽しむ","enjoy","楽[たの]しむ","Verb","今日[きょう]は 一人[ひとり]の 時間[じかん]を<b> 楽[たの]しみたい</b>。","Today I would like to enjoy some time to myself.","1799"
"274","楽しい","fun, enjoyable","楽[たの]しい","Adjective","彼[かれ]はとても<b> 楽[たの]しい</b> 人[ひと]です。","He's very fun to be with.","926"
"275","歌う","sing","歌[うた]う","Verb","私[わたし]たちは 大[おお]きな 声[こえ]で<b> 歌[うた]いました</b>。","We sang loudly.","1695"
