"index","word","kroman","meaning","kanja"
"592","신다","sin-da","to put on, wear (footwear)",""
"593","과자","gwa-ja","cookie, snack","菓子"
"594","불","bur","fire;<div>light</div>",""
"595","오르다","o-reu-da","to rise, go up",""
"596","계절","gye-jeor","season","季節"
"597","나무","na-mu","tree; wood",""
"598","똑똑하다","ddog-ddog-ha-da","to be smart, bright, intelligent",""
"599","건물","geon-mur","building","建物"
"600","게임","ge-im","game",""
"601","끄다","ggeu-da","to put out, turn off",""
"602","인기","in-gi","popularity","人氣"
"603","코","ko","nose",""
"604","가져오다","ga-jyeo-o-da","to bring",""
"605","박물관","bag-mur-gwan","museum","博物館"
"606","지난달","ji-nan-dar","last month",""
"607","배고프다","bae-go-peu-da","to be hungry",""
"608","교회","gyo-hoe","church","敎會"
"609","발","bar","foot",""
"610","날다","nar-da","to fly",""
"611","외국인","oe-gug-in","foreigner","外國人"
"612","아니","a-ni","no, not",""
"613","잊어버리다","ij-eo-beo-ri-da","to forget (completely)",""
"614","야구","ya-gu","baseball","野球"
"615","못","mos","nail;<div>cannot</div>",""
"616","행복하다","haeng-bog-ha-da","to be happy","幸福"
"617","찌개","jji-gae","stew",""
"618","정류장","jeong-ryu-jang","stop, station (bus etc.)","停留場"
"619","넣다","neoh-da","to put in, insert",""
"620","군인","gun-in","military personnel, soldier","軍人"
"621","오랜만에","o-raen-man-e","after a long time",""
"622","연락하다","yeon-rag-ha-da","to contact, keep in touch","連絡"
"623","바다","ba-da","sea, ocean",""
"624","지도","ji-do","map, chart","地圖"
"625","파랗다","pa-rah-da","to be blue",""
"626","간호사","gan-ho-sa","nurse","看護師"
"627","입","ib","mouth",""
"628","농담","nong-dam","joke","弄談"
"629","샤워하다","sya-weo-ha-da","to take a shower",""
"630","역사","yeog-sa","history","歷史"
"631","가장","ga-jang","the most (more formal than&nbsp;제일)",""
"632","조심하다","jo-sim-ha-da","to be careful, watch out","操心"
"633","내","nae","my <i>(informal)</i>",""
"634","양복","yang-bog","suit","洋服"
"635","귀엽다","gwi-yeob-da","to be cute",""
"636","대학","dae-hag","university","大學"
"637","잠깐","jam-ggan","for a little while",""
"638","퇴근하다","toe-geun-ha-da","to go home from work","退勤"
"639","닭","dark","chicken",""
"640","북쪽","bug-jjog","north","北-"
"641","깎다","ggagg-da","to peel, trim, cut;<div>to discount (cut the price)</div>",""
"642","등산","deung-san","hiking, mountain climbing","登山"
"643","어서","eo-seo","please, kindly;<div>quickly</div>",""
"644","강하다","gang-ha-da","to be strong, powerful","强"
"645","젓가락","jeos-ga-rag","chopsticks",""
"646","제주도","je-ju-do","Jeju Island","濟州島"
"647","드시다","deu-si-da","to eat, drink (hon.)",""
"648","해","hae","year;<div>sun;</div><div>harm</div>","害"
"649","갑자기","gab-ja-gi","suddenly",""
"650","부탁하다","bu-tag-ha-da","to request, ask a favor","付託"
"651","다리","da-ri","leg;<div>bridge</div>",""
"652","대화","dae-hwa","conversation","對話"
"653","잘생기다","jar-saeng-gi-da","to look good, be handsome",""
"654","교과서","gyo-gwa-seo","textbook","敎科書"
"655","콜라","kor-ra","coke",""
"656","주문하다","ju-mun-ha-da","to order (smth.)","注文"
"657","종이","jong-i","paper",""
"658","한국어","han-gug-eo","Korean (language)","韓國語"
"659","잃다","irh-da","to lose (something)",""
"660","반바지","ban-ba-ji","shorts","半--"
"661","꿈","ggum","dream",""
"662","계란","gye-ran","egg","鷄卵"
"663","궁금하다","gung-geum-ha-da","to be curious, to wonder",""
"664","고등학교","go-deung-hag-gyo","high school","高等學校"
"665","이제","i-je","now (after something)",""
"666","뛰다","ddwi-da","to jump;<div>to run, dash</div>",""
"667","목욕","mog-yog","bath","沐浴"
"668","곧","god","soon",""
"669","보이다","bo-i-da","to be visible;<div>to show, display</div>",""
"670","동쪽","dong-jjog","the east","東-"
"671","자리","ja-ri","<div>room, space, place (for something);</div><div>mat</div>",""
"672","어리다","eo-ri-da","to be young, little",""
"673","경치","gyeong-ci","scene, scenery","景致"
"674","낮","naj","daytime",""
"675","돌아가다","dor-a-ga-da","to go back, return;<div>to work, operate</div>",""
"676","한복","han-bog","Korean dress (traditional)","韓服"
"677","소파","so-pa","sofa",""
"678","안다","an-da","to hug, hold",""
"679","사탕","sa-tang","candy","砂糖"
"680","옷장","os-jang","wardrobe, closet",""
"681","하얗다","ha-yah-da","to be white",""
"682","댁","daeg","house (hon.)","宅"
"683","저희","jeo-heui","we, our",""
"684","싸우다","ssa-u-da","to argue, fight",""
"685","사장","sa-jang","president of a company","社長"
"686","아무도","a-mu-do","no one, nobody",""
"687","피우다","pi-u-da","<div>to smoke;</div>to bloom, blossom;<div>to make a fire</div>",""
"688","교통","gyo-tong","traffic","交通"
"689","칼","kar","knife;<div>sword</div>",""
"690","시끄럽다","si-ggeu-reob-da","to be noisy",""
"691","지하","ji-ha","underground, basement","地下"
"692","바람","ba-ram","wind, breeze;<div>wish, desire</div>",""
"693","걸어가다","geor-eo-ga-da","to walk (somewhere)",""
"694","세탁기","se-tag-gi","washing machine","洗濯機"
"695","슈퍼마켓","syu-peo-ma-kes","supermarket",""
"696","벌다","beor-da","to earn (money)",""
"697","중학교","jung-hag-gyo","middle school (junior high)","中學校"
"698","별","byeor","star",""
"699","맑다","mark-da","to be clear, clean",""
"700","주인","ju-in","owner, employer","主人"
"701","남자친구","nam-ja-cin-gu","boyfriend","男子親舊"
"702","묻다","mud-da","to ask;<div>to stick to, be stained;<br />to bury</div>",""
"703","유학","yu-hag","studying abroad;<div>Confucianism</div>","留學,&nbsp;儒學"
"704","자장면","ja-jang-myeon","Chinese dish of noodles in black soybean paste",""
"705","장소","jang-so","place, location","場所"
"706","불다","bur-da","to blow",""
"707","한글","han-geur","Korean alphabet",""
"708","장","jang","counter for sheets (of paper or similar material);<div>intestine</div>","張,&nbsp;腸"
"709","낫다","nas-da","to be better;<br>to get better, to heal",""
"710","아주머니","a-ju-meo-ni","<div>middle aged woman;</div><div>aunt</div>",""
"711","남녀","nam-nyeo","men and women","男女"
"712","말씀하시다","mar-sseum-ha-si-da","to speak, talk (hon.)",""
"713","날짜","nar-jja","date (in a calendar)",""
"714","비밀","bi-mir","secret","秘密"
"715","믿다","mid-da","to believe, trust",""
"716","아파트","a-pa-teu","apartment",""
"717","표","pyo","ticket;<div>table, diagram;</div><div>mark, sign</div>","票,&nbsp;表"
"718","더럽다","deo-reob-da","to be dirty",""
"719","돼지","dwae-ji","pig",""
"720","중에서","jung-e-seo","among, between","中-"
"721","지나다","ji-na-da","to pass, go by",""
"722","소금","so-geum","salt",""
"723","자신","ja-sin","oneself;<div>self-confidence</div>","自身,&nbsp;自信"
"724","돌아오다","dor-a-o-da","to come back, return",""
"725","귀","gwi","ear",""
"726","신호","sin-ho","signal","信號"
"727","지키다","ji-ki-da","to defend, protect",""
"728","어른","eo-reun","adult;<div>one's senior</div>",""
"729","이상","i-sang","more than, above;<div>abnormality;</div><div>ideal</div>","以上,&nbsp;異常·異狀,&nbsp;理想"
"730","흐리다","heu-ri-da","to be cloudy",""
"731","문화","mun-hwa","culture","文化"
"732","사실은","sa-sir-eun","in fact","事實-"
"733","벗다","beos-da","to take off (clothes)",""
"734","열쇠","yeor-soe","key",""
"735","권","gweon","counter for books","卷"
"736","잘못되다","jar-mos-doe-da","to go wrong",""
"737","러시아","reo-si-a","Russia",""
"738","기억","gi-eog","memory","記憶"
"739","주무시다","ju-mu-si-da","to sleep (hon.)",""
"740","별로","byeor-ro","not particularly","別-"
"741","남쪽","nam-jjog","south","南-"
"742","마르다","ma-reu-da","to be dry, become dry;<div>to become thin, lose weight</div>",""
"743","손가락","son-ga-rag","finger",""
"744","한강","han-gang","Han River","漢江"
"745","다치다","da-ci-da","to get hurt",""
"746","딸기","ddar-gi","strawberry",""
"747","휴지통","hyu-ji-tong","trash can, wastebasket","休紙桶"
"748","지우다","ji-u-da","to erase, cross out;<div>to wash off</div>",""
"749","참","cam","very, really",""
"750","회의","hoe-eui","meeting, conference","會議"
"751","걸어오다","geor-eo-o-da","to come by foot",""
"752","즐겁게","jeur-geob-ge","pleasantly",""
"753","장미","jang-mi","rose","薔薇"
"754","노랗다","no-rah-da","to be yellow",""
"755","방금","bang-geum","a moment ago","方今"
"756","경찰서","gyeong-car-seo","police station","警察署"
"757","올라가다","or-ra-ga-da","to go up",""
"758","직장","jig-jang","workplace, job","職場"
"759","팀","tim","team",""
"760","변하다","byeon-ha-da","to change","變-"
"761","왜냐하면","wae-nya-ha-myeon","because, since",""
"762","전화번호","jeon-hwa-beon-ho","phone number","電話番號"
"763","남다","nam-da","to remain, to be left",""
"764","실수","sir-su","mistake, error","失手"
"765","닭고기","dark-go-gi","chicken (meat)",""
"766","남대문","nam-dae-mun","the South Gate","南大門"
"767","기쁘다","gi-bbeu-da","to be glad, happy, pleased",""
"768","담배","dam-bae","cigarette",""
"769","초등학교","co-deung-hag-gyo","elementary school","初等學校"
"770","만지다","man-ji-da","to touch",""
"771","경기","gyeong-gi","game (football etc.);<div>economy, business</div>","競技,&nbsp;景氣"
"772","공휴일","gong-hyu-ir","legal holiday, bank holiday","公休日"
"773","헤어지다","he-eo-ji-da","to break up, part, separate",""
"774","말고","mar-go","not ... but ...",""
"775","달력","dar-ryeog","calendar","-曆"
"776","무섭다","mu-seob-da","to be scary, frightening, fearful;<div>to be scared</div>",""
"777","원","weon","won (Korean currency);<div>circle</div>","圓"
"778","허리","heo-ri","waist",""
"779","복습하다","bog-seub-ha-da","to review","復習"
"780","티셔츠","ti-syeo-ceu","T-shirt",""
"781","위험","wi-heom","danger, risk","危險"
"782","달리다","dar-ri-da","to run;<div>to hang;</div><div>to depend on</div>",""
"783","운동화","un-dong-hwa","sports shoes","運動靴"
"784","재미있게","jae-mi-iss-ge","interestingly, in a fun way",""
"785","편하다","pyeon-ha-da","to be convenient, comfortable","便"
"786","눈물","nun-mur","tear",""
"787","단어","dan-eo","word, vocabulary","單語"
"788","끊다","ggeunh-da","to cut off, break off",""
"789","소풍","so-pung","picnic","消風"
"790","똑바로","ddog-ba-ro","straight, directly;<div>honestly, frankly</div>",""
"791","결혼식","gyeor-hon-sig","wedding ceremony","結婚式"
"792","고르다","go-reu-da","to choose, pick;<div>to be regular, even</div>",""
"793","칫솔","cis-sor","toothbrush","齒-"
"794","아무나","a-mu-na","anybody",""
"795","부인","bu-in","[your] wife (hon.);<div>woman, lady;</div><div>denial, disapproval</div>","夫人,&nbsp;婦人,&nbsp;否認"
"796","착하다","cag-ha-da","to be nice (good-natured)",""
"797","환자","hwan-ja","patient (medical)","患者"
"798","호텔","ho-ter","hotel",""
"799","등","deung","the back;<br>grade, class","等"
"800","수고하다","su-go-ha-da","to work hard, keep up the effort",""
"801","서쪽","seo-jjog","the west","西-"
"802","하늘","ha-neur","the sky",""
"803","소주","so-ju","Korean hard liquor","燒酒"
"804","해보다","hae-bo-da","to try; to experience",""
"805","정도","jeong-do","degree, extent","程度"
"806","숟가락","sud-ga-rag","spoon",""
"807","녹색","nog-saeg","green","綠色"
"808","뚱뚱하다","ddung-ddung-ha-da","to be fat",""
"809","칠판","cir-pan","blackboard","漆板"
"810","비누","bi-nu","soap",""
"811","대","dae","counter for vehicles and other machinery","臺"
"812","짓다","jis-da","to make, build, construct",""
"813","부탁","bu-tag","request","付託"
"814","매우","mae-u","very, so, much",""
"815","수영장","su-yeong-jang","swimming pool","水泳場"
"816","걸다","geor-da","to hang, suspend;<div>to speak to, call</div>",""
"817","여권","yeo-gweon","passport","旅券"
"818","저런","jeo-reon","such, like that",""
"819","부부","bu-bu","a married couple","夫婦"
"820","나타나다","na-ta-na-da","to appear, turn up;<div>to be revealed</div>",""
"821","물론","mur-ron","of course","勿論"
"822","스키","seu-ki","skiing, skis",""
"823","일본어","ir-bon-eo","Japanese (language)","日本語"
"824","멋있다","meos-iss-da","to be attractive, stylish, cool",""
"825","사고","sa-go","accident;<div>thinking</div>","事故, 思考"
"826","가슴","ga-seum","chest",""
"827","편의점","pyeon-eui-jeom","convenience store","便宜店"
"828","빌리다","bir-ri-da","to borrow",""
"829","계단","gye-dan","stairs","階段"
"830","쌀","ssar","uncooked rice",""
"831","학원","hag-weon","educational institute, academy","學院"
"832","잡수시다","jab-su-si-da","to eat (hon.)",""
"833","실례","sir-rye","bad manners, rudeness","失禮"
"834","마리","ma-ri","counter for animals",""
"835","느끼다","neu-ggi-da","to feel, experience",""
"836","가구","ga-gu","furniture;<br>household","家具,&nbsp;家口"
"837","세상","se-sang","the world, society","世上"
"838","어둡다","eo-dub-da","to be dark, gloomy",""
"839","장갑","jang-gab","glove","掌匣"
"840","오래간만","o-rae-gan-man","first time in a while",""
"841","산책하다","san-caeg-ha-da","to take a walk","散策"
"842","스트레스","seu-teu-re-seu","stress",""
"843","반지","ban-ji","ring","斑指"
"844","잃어버리다","irh-eo-beo-ri-da","to lose something (completely)",""
"845","치약","ci-yag","toothpaste","齒藥"
"846","어린이","eo-rin-i","young child, kid",""
"847","이사하다","i-sa-ha-da","to move (to live elsewhere)","移徙"
"848","그러나","geu-reo-na","but, though, however",""
"849","시내","si-nae","the city, downtown;<div>brook, stream</div>","市內"
"850","어울리다","eo-ur-ri-da","to match, fit, suit well, look good;<div>to associate (with), get along (with)</div>",""
"851","직접","jig-jeob","directly, personally","直接"
"852","어깨","eo-ggae","shoulder",""
"853","불편하다","bur-pyeon-ha-da","to be inconvenient, uncomfortable","不便"
"854","거울","geo-ur","mirror",""
"855","만화","man-hwa","comic book","漫畵"
"856","나다","na-da","<div>to appear, come out;</div><div>to break</div>",""
"857","벽","byeog","wall;<br>characteristic","壁"
"858","까만색","gga-man-saeg","black",""
"859","갖다","gaj-da","to have, to hold",""
"860","최고","coe-go","the best, the highest, top","最高"
"861","이유","i-yu","reason, cause","理由"
"862","자르다","ja-reu-da","to cut, slice",""
"863","지하철역","ji-ha-ceor-yeog","subway station","地下鐵驛"
